         1         1         1     -0.000000000000      0.000000000000
         1         1         2      0.183295854348      0.000000000000
         1         1         3      0.138650039372      0.000000000000
         1         1         4      0.000000000000      0.000000000000
         1         1         5     -0.000000000000      0.000000000000
         1         1         6      0.009267042113      0.000000000000
         1         1         7      0.145400196513      0.000000000000
         1         1         8      0.000000000000      0.000000000000
         1         1         9      0.000000000000      0.000000000000
         1         1        10      0.000000000000      0.000000000000
         1         1        11      0.004144735872      0.000000000000
         1         1        12      0.009425626572      0.000000000000
         1         1        13     -0.000000000000      0.000000000000
         1         1        14     -0.000000000000      0.000000000000
         1         1        15      0.000000000000      0.000000000000
         1         1        16      0.087805275682      0.000000000000
         1         1        17     -0.065430622886      0.000000000000
         1         1        18     -0.000000000000      0.000000000000
         1         1        19      0.096823479083      0.000000000000
         1         1        20      0.033837627461      0.000000000000
         1         1        21     -0.000000000000      0.000000000000
         1         1        22     -0.000000000000      0.000000000000
         1         1        23     -0.000000000000      0.000000000000
         1         1        24     -0.282381371114      0.000000000000
         1         1        25     -0.283398157317      0.000000000000
         1         1        26      0.000000000000      0.000000000000
         1         1        27      0.000000000000      0.000000000000
         1         1        28     -0.000000000000      0.000000000000
         1         1        29     -0.000000000000      0.000000000000
         1         1        30     -0.062781199789      0.000000000000
         1         1        31      0.043062623126      0.000000000000
         1         1        32      0.000000000000      0.000000000000
         1         1        33     -0.000000000000      0.000000000000
         1         1        34     -0.129495308569      0.000000000000
         1         1        35      0.076792060500      0.000000000000
         1         1        36      0.000000000000      0.000000000000
         1         1        37     -0.000000000000      0.000000000000
         1         1        38      0.075616246103      0.000000000000
         1         1        39      0.050903651242      0.000000000000
         1         1        40      0.000000000000      0.000000000000
         1         1        41     -0.054893870811      0.000000000000
         1         1        42      0.054905628969      0.000000000000
         1         1        43     -0.000000000000      0.000000000000
         1         1        44      0.000000000000      0.000000000000
         1         1        45      0.000000000000      0.000000000000
         1         2         1      0.167914434865      0.000000000000
         1         2         2      0.000000000000      0.000000000000
         1         2         3     -0.000000000000      0.000000000000
         1         2         4      0.211400263979      0.000000000000
         1         2         5      0.111368642141      0.000000000000
         1         2         6      0.000000000000      0.000000000000
         1         2         7     -0.000000000000      0.000000000000
         1         2         8      0.027493120918      0.000000000000
